1,0.5341878172709857
2,0.5938917089839877
3,0.6406926819515713
4,0.6907709390983969
5,0.733073181065206
6,0.7662933587422831
7,0.7988007614455247
8,0.8280647208847975
9,0.8524682741479825
10,0.8745653553662567
11,0.8907148900370913
12,0.9079727157723481
13,0.9210258037910849
14,0.9307381557329052
15,0.941807318157351
16,0.948536379083159
17,0.9567396362420871
18,0.9627337141085397
19,0.9682571912780026
20,0.9709845600999552
21,0.9757455583756345
22,0.9783629441624365
23,0.9809464890339653
24,0.9831673012167064
25,0.9840577411167513
26,0.9863726735115051
27,0.9874989425470381
28,0.9883090101522842
29,0.9886072335509479
30,0.9894500846790178
31,0.9900687395013529
32,0.9906884517766498
33,0.9901956430546524
34,0.9906567258883249
35,0.9919395093385338
36,0.9932106598984771
37,0.9924651015228426
38,0.9927495770648046
